Quebra;Quebra2;C�digo;Descri��o;Quantidade;Faturamento;Pre�o m�dio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participa��o;Acumulado;Classifica��o;ICMS ST;Fecop ST
"";;00000000005376;SABAO EM PO LUME MAXX 500G FLORAL;1,000;1,99;1,99;1,15;0,00;0,00;0,84;42,21;73,04;0,00;0,11;;;
"";;00000000005665;SABONETE LIQUIDO INTIMO CONFIA 200ML;1,000;9,90;9,90;7,94;0,00;0,00;1,96;19,80;24,69;0,00;0,11;;;
"";;00000000004956;TINTA NATUCOR PRETO AZULADO 1.7 12G;1,000;12,90;12,90;9,86;0,00;0,00;3,04;23,57;30,83;0,00;0,11;;;
"";;00000000003922;FILME ROLO MULTIUSO 140M ROLOFACIL REFIL 120X140 TECFILM;1,000;13,90;13,90;11,00;0,00;0,00;2,90;20,86;26,36;0,00;0,11;;;
"";;00000000006071;COCO RALADO DESIDRATADO SUPER COCO 5KG;1,000;99,90;99,90;86,65;0,00;0,00;13,25;13,26;15,29;0,00;0,11;;;
"";;00000000006202;CANINHA DE OURO 475ML;1,000;3,29;3,29;0,00;0,00;0,00;3,29;100,00;0,00;0,00;0,11;;;
"";;00000000006069;LEITE DE COCO EM PO VEGANO ADELCOCO 150G;1,000;14,90;14,90;12,98;0,00;0,00;1,92;12,89;14,79;0,00;0,11;;;
"";;00000000003914;FORMINHA VERDE  CLARO N6 PLAC C/ 100 UND;1,000;1,99;1,99;1,32;0,00;0,00;0,67;33,67;50,76;0,00;0,11;;;
"";;00000000004955;TINTA NATUCOR PRETO SUAVE 2.0 12G;1,000;12,90;12,90;9,86;0,00;0,00;3,04;23,57;30,83;0,00;0,11;;;
"";;00000000006265;VELA  PALITINHO AZULBRANCA SILVER FESTAS C/16 VELAS;1,000;7,90;7,90;2,30;0,00;0,00;5,60;70,89;243,48;0,00;0,11;;;
"";;00000000006067;AGUA OXIGENADA 20 VOLUMES ALYNE 100ML;1,000;2,99;2,99;2,06;0,00;0,00;0,93;31,10;45,15;0,00;0,11;;;
"";;00000000004944;MEL DE ABELHA PETROMEL 250G;1,000;12,99;12,99;10,00;0,00;0,00;2,99;23,02;29,90;0,00;0,11;;;
"";;00000000003911;FORMINHA LARANJA N6 PLAC C/ 100 UND;1,000;1,39;1,39;0,97;0,00;0,00;0,42;30,22;43,30;0,00;0,11;;;
"";;00000000006199;REQUEIJAO CULINARIO VIGOR 18KG;1,000;59,90;59,90;51,85;0,00;0,00;8,05;13,44;15,53;0,00;0,11;;;
"";;00000000002492;POLI TRANSPARENTE C/50 15X22CM CROMUS LOVE VERMELHO;1,000;14,90;14,90;11,58;0,00;0,00;3,32;22,28;28,67;0,00;0,11;;;
"";;00000000005198;FIO DENTAL POWERDENT MENTA 100M;1,000;4,99;4,99;3,82;0,00;0,00;1,17;23,45;30,63;0,00;0,11;;;
"";;00000000003892;BALDE SECO;1,000;4,00;4,00;2,90;0,00;0,00;1,10;27,50;37,93;0,00;0,11;;;
"";;00000000002493;POLI TRANSPARENTE CROMUS COLORS 20X29CM C/ 50 UND;1,000;14,90;14,90;11,58;0,00;0,00;3,32;22,28;28,67;0,00;0,12;;;
"";;00000000003888;MASSA PARA BOLO BRANDINI COCO 400G;1,000;5,50;5,50;4,14;0,00;0,00;1,36;24,73;32,85;0,00;0,12;;;
"";;00000000003878;FORMA DE PUDIM MEDIA 250ML C/ TAMPA PLASTILANIA;1,000;17,49;17,49;13,50;0,00;0,00;3,99;22,81;29,56;0,00;0,12;;;
"";;00000000003871;SALSICHA BORDON 300G;1,000;6,99;6,99;4,70;0,00;0,00;2,29;32,76;48,72;0,00;0,12;;;
"";;00000000002539;CORTADOR DE MASSA BRINOX;1,000;9,90;9,90;7,20;0,00;0,00;2,70;27,27;37,50;0,00;0,12;;;
"";;00000000005393;GRAMPO KI GRAMPO PQ DI/10 PRETO;1,000;8,49;8,49;6,41;0,00;0,00;2,08;24,50;32,45;0,00;0,12;;;
"";;00000000005801;SABONETE LIQUIDO MONANGE LAVANDA 240ML;1,000;9,79;9,79;7,15;0,00;0,00;2,64;26,97;36,92;0,00;0,12;;;
"";;00000000000760;COLA PERMANENTE 37G ACRILEX;1,000;5,49;5,49;4,26;0,00;0,00;1,23;22,40;28,87;0,00;0,12;;;
"";;00000000004926;SABONETE LIQUIDO DE GLICERINA  JOHNSONS BABY 200ML;1,000;20,99;20,99;18,85;0,00;0,00;2,14;10,20;11,35;0,00;0,12;;;
"";;00000000001385;FORMINHA ROSA N6 PLAC C/ 100 UND;1,000;1,79;1,79;1,15;0,00;0,00;0,64;35,75;55,65;0,00;0,12;;;
"";;00000000005806;ABSORVENTE INTIMUS C/ABAS C/8;1,000;4,79;4,79;3,82;0,00;0,00;0,97;20,25;25,39;0,00;0,12;;;
"";;00000000000092;LANCHE GOSTOSINHO TRITURADO/FATIADO KG;1,015;9,12;8,99;5,07;0,00;0,00;4,04;44,35;79,70;0,00;0,12;;;
"";;00000000000054;QUEIJO PARMESAO VIGOR PEDA�O KG;1,160;150,69;129,91;112,45;0,00;0,00;38,24;25,38;34,01;0,00;0,12;;;
"";;00000000000056;CALABRESA FININHA KG;1,375;34,24;24,90;13,74;0,00;0,00;20,50;59,88;149,27;0,00;0,12;;;
"";;00000000000064;PEPPERONI KG;1,425;113,87;79,91;79,80;0,00;0,00;34,07;29,92;42,69;0,00;0,12;;;
"";;00000000000022;SACO LISO KG;1,995;57,83;28,99;39,90;0,00;0,00;17,93;31,00;44,94;0,00;0,12;;;
"";;00000000005710;SACO DE LIXO 100L ESFRELUX C/15;2,000;27,98;13,99;22,12;0,00;0,00;5,86;20,94;26,49;0,00;0,12;;;
"";;00000000005716;MOLHO BARBECUE GOURMET PALMEIRON 380G;2,000;16,98;8,49;13,72;0,00;0,00;3,26;19,20;23,76;0,00;0,12;;;
"";;00000000005731;CREME DE LEITE NESTLE LATA 300G;2,000;23,98;11,99;19,90;0,00;0,00;4,08;17,01;20,50;0,00;0,12;;;
"";;00000000005760;SABONETE LIQUIDO BARUEL BABY SONO TRANQUILO  210ML;2,000;27,80;13,90;22,88;0,00;0,00;4,92;17,70;21,50;0,00;0,12;;;
"";;00000000005763;TONICO CAPICILIN ANTIQUEDA 20ML;2,000;11,98;5,99;10,26;0,00;0,00;1,72;14,36;16,76;0,00;0,12;;;
"";;00000000005878;DESODORANTE 0% ALMA DE FLORES 90ML;2,000;17,98;8,99;13,84;0,00;0,00;4,14;23,03;29,91;0,00;0,12;;;
"";;00000000005873;CARTELA DE PRESILHAS PEQUENAS DIVERSAS COLORIDAS;2,000;7,98;3,99;7,00;0,00;0,00;0,98;12,28;14,00;0,00;0,13;;;
